element,sp_num,obs_wl_air(A),unc_obs_wl,ritz_wl_air(A),unc_ritz_wl
Cr,1,4909.93,0.03,4909.9397,0.0005
Fe,1,4909.969,0.005,4909.9751,0.0005
V,1,4910.065,0.002,4910.0646,0.0017
Y,1,4910.3603,0.0010,4910.3611,0.0003
Ti,1,4910.469,0.003,4910.4691,0.0010
V,1,4910.55,0.02,4910.5555,0.0014
Fe,1,4910.7538,0.0007,4910.7539,0.0003
Cr,1,4911.249,0.020,4911.2555,0.0007
Na,6,,,4910,30
Fe,1,4911.3875,0.0007,4911.3873,0.0003
Th,2,4911.6886,0.0006,4911.68822,0.00010
Fe,1,4911.6965,0.0007,4911.6958,0.0003
Th,2,4911.789,0.003,4911.78814,0.00022
Fe,1,4911.9355,0.0007,4911.9354,0.0003
V,1,4912.041,0.004,4912.0365,0.0007
He,1,,,4912.1185488,0.0000022
Th,2,4912.1834,0.0005,4912.1836,0.0004
Th,2,4912.5070,0.0004,4912.50697,0.00010
Th,2,4912.8225,0.0004,4912.82227,0.00012
Fe,1,4912.9004,0.0019,4912.9016,0.0003
Fe,1,4913.1504,0.0007,4913.1500,0.0003
Ni,1,,,4913.389,0.010
Fe,1,4913.870,0.004,4913.8690,0.0005
Th,2,4913.90082,0.00014,4913.90081,0.00005
Pr,2,4914.001,0.010,4914.00+,0.03
V,1,4914.471,0.005,4914.4749,0.0019
Fe,1,4914.515,0.004,4914.5072,0.0010
Sm,2,4914.62,0.10,,
Ti,1,4914.987,0.003,4914.9853,0.0014
Ni,1,,,4915.345,0.010
V,1,4915.347,0.004,4915.3435,0.0014
Th,2,4915.4930,0.0004,4915.49296,0.00014
Cr,1,4915.64,0.03,4915.6262,0.0017
Nd,2,4915.757,0.010,4915.754+,0.003
Ti,1,4916.602,0.003,4916.6009,0.0015
V,1,4917.624,0.002,4917.6246,0.0010
Fe,1,,,4917.6345,0.0003
Fe,1,4918.6025,0.0007,4918.6023,0.0003
Th,2,4918.8392,0.0007,4918.84011,0.00019
Ag,1,4918.85,0.10,4918.72,0.48
Ti,1,4919.154,0.005,4919.1543,0.0007
Fe,1,4919.3852,0.0007,4919.3851,0.0003
Ni,1,4919.73,0.10,4919.737,0.010
Fe,1,4920.3267,0.0007,4920.3271,0.0003
V,1,4920.35,0.02,4920.3436,0.0003
Fe,1,4920.3670,0.0007,4920.3668,0.0003
Cr,1,4920.800,0.004,4920.790,0.012
Th,2,4921.189311,0.000022,4921.189314,0.000022
Ti,1,4921.234,0.003,4921.2342,0.0010
V,1,4921.808,0.004,4921.8046,0.0017
Fe,1,4921.8765,0.0007,4921.8758,0.0003
Th,2,4921.89869,0.00022,4921.89874,0.00010
Th,2,4921.9352,0.0003,4921.93482,0.00005
He,1,,,4921.9864135,0.0000017
Nd,2,4922.066,0.010,4922.059+,0.003
Th,2,4922.2120,0.0024,4922.20984,0.00015
Th,2,4922.273,0.003,4922.2722,0.0005
Cr,1,4922.3136,0.0013,4922.3131,0.0003
La,2,4922.35,0.10,4922.35+,0.03
Ru,1,4922.44,0.10,4922.46+,0.03
Th,2,4922.98742,0.00015,4922.98737,0.00005
Ti,1,4923.139,0.003,4923.1378,0.0010
La,2,4923.16,0.10,4923.15+,0.03
Th,2,4923.250,0.003,4923.24765,0.00019
Y,1,4923.251,0.010,4923.2509,0.0008
He,1,4923.3053,0.0005,4923.3050740,0.0000017
Dy,2,4923.59,0.10,,
Cr,1,4923.6388,0.0005,4923.6390,0.0003
V,1,4923.728,0.002,4923.7295,0.0006
Cr,1,4923.97,0.03,4923.9185,0.0004
Th,2,4924.31857,0.00022,4924.31853,0.00007
Dy,2,4924.53,0.10,,
Th,2,4924.8051,0.0024,4924.79369,0.00024
V,1,4925.145,0.006,4925.1445,0.0012
Na,2,4925.17,0.10,,
V,1,4925.253,0.004,4925.256,0.003
Fe,1,4925.673,0.005,4925.6755,0.0005
Fe,1,4925.673,0.005,4925.6772,0.0024
Th,2,4925.79708,0.00022,4925.79697,0.00006
Fe,1,4926.1440,0.0007,4926.1440,0.0003
Th,2,4926.1717,0.0006,4926.17157,0.00005
Th,2,4926.3739,0.0005,4926.37394,0.00022
Fe,1,4926.6580,0.0019,4926.6588,0.0003
Ti,1,4926.775,0.003,4926.7758,0.0015
Th,2,4926.8005,0.0003,4926.80071,0.00010
Ni,1,,,4926.938,0.010
V,1,4927.0317,0.0018,4927.0314,0.0007
Th,2,4927.1654,0.0003,4927.16529,0.00007
Ti,1,4927.526,0.003,4927.5233,0.0010
Y,1,4927.7032,0.0010,4927.7032,0.0005
Fe,1,4928.7934,0.0007,4928.7932,0.0003
Fe,1,4928.866,0.005,4928.8642,0.0005
Th,2,4928.8850,0.0024,4928.88883,0.00006
Th,2,4928.9582,0.0005,4928.95725,0.00012
Th,2,4928.9582,0.0005,4928.95840,0.00012
V,1,4929.112,0.003,4929.1117,0.0006
V,1,4929.196,0.005,4929.1985,0.0012
Fe,1,4929.2435,0.0003,,
Ti,1,4929.713,0.003,4929.7119,0.0017
Ti,1,4929.713,0.003,4929.7158,0.0017
Ti,1,4930.254,0.004,4930.2607,0.0010
Th,2,4930.7502,0.0005,4930.74990,0.00017
Th,2,4931.0703,0.0022,4931.07086,0.00010
Th,2,4931.36120,0.00022,4931.36096,0.00007
Na,6,,,4940,30
Na,6,,,4940,30
Na,6,,,4940,30
Cr,1,4931.555,0.020,4931.5586,0.0005
Fe,1,4931.6913,0.0007,4931.6911,0.0003
Y,1,4932.311,0.010,4932.3107,0.0005
Cr,1,4932.496,0.004,4932.497,0.004
V,1,4933.4090,0.0018,4933.4091,0.0006
Th,2,4933.7214,0.0007,4933.72176,0.00015
Th,2,4933.9055,0.0005,4933.90433,0.00017
Cr,1,4933.922,0.002,4933.9240,0.0003
Th,2,4933.9634,0.0019,4933.96044,0.00024
Cr,1,4934.00,0.03,4933.992,0.003
Fe,1,4934.568,0.005,4934.5674,0.0003
Fe,1,4934.6716,0.0019,4934.6694,0.0003
Fe,1,4934.7181,0.0007,4934.7179,0.0003
Th,2,4934.8571,0.0005,4934.85696,0.00007
Th,2,4934.9429,0.0004,4934.94301,0.00007
V,1,4934.974,0.003,4934.9736,0.0010
Th,2,4935.22936,0.00017,4935.22946,0.00005
Fe,1,4935.2499,0.0007,4935.2500,0.0003
Fe,1,4935.3821,0.0007,4935.3820,0.0003
Fe,1,4935.4609,0.0007,4935.4607,0.0003
Er,2,4935.49,0.10,,
Th,2,4935.9099,0.0007,4935.90999,0.00015
La,2,4936.21,0.10,4936.21+,0.03
Cr,1,4936.256,0.004,4936.2541,0.0005
V,1,4936.48,0.02,4936.4706,0.0003
La,2,4937.00,0.10,4936.99+,0.03
Ag,1,4937.13,0.10,4937.10,0.49
Ni,1,4937.21,0.10,4937.208,0.010
Cr,1,4937.7133,0.0007,4937.7136,0.0003
Cu,1,4938.07,0.06,4937.955,0.122
Th,2,4938.3384,0.0024,4938.3467,0.0004
Yb,2,4938.60,0.10,,
Fe,1,4938.676,0.004,4938.6711,0.0003
Ni,1,,,4938.726,0.010
Th,2,4938.783,0.003,4938.78357,0.00007
Cr,1,4938.89,0.03,4938.8894,0.0003
Ti,1,4939.105,0.003,4939.1041,0.0010
Th,2,4939.340,0.003,4939.34338,0.00022
Ti,1,4939.414,0.003,4939.4207,0.0010
Sm,2,4939.48,0.10,,
Fe,1,4939.5519,0.0007,4939.5517,0.0003
Ti,1,4939.669,0.003,4939.6701,0.0020
Ru,1,4939.81,0.10,4939.82+,0.03
Fe,1,4940.1920,0.0007,4940.1923,0.0003
Fe,1,4940.618,0.005,4940.6141,0.0003
Fe,1,4940.618,0.005,4940.6194,0.0003
Fe,1,4941.0652,0.0007,4941.0650,0.0003
Th,2,4941.187,0.003,4941.19084,0.00017
Th,2,4941.3315,0.0022,4941.32778,0.00017
Ti,1,4942.348,0.003,4942.3480,0.0010
Ti,1,4942.685,0.003,4942.6822,0.0010
Ti,1,4942.948,0.003,4942.9500,0.0015
Th,2,4943.000,0.003,4943.0043,0.0003
K,1,4943.381,0.010,4943.38808,0.00017
Mn,1,,,4943.787,0.010
Fe,1,4943.8384,0.0007,4943.8380,0.0003
Cr,1,4943.8747,0.0005,4943.87488,0.00020
Fe,1,4943.9696,0.0020,4943.9685,0.0003
Th,2,4943.996,0.003,4943.98941,0.00012
V,1,4944.182,0.002,4944.1809,0.0007
Th,2,4944.2247,0.0005,4944.22416,0.00007
Fe,1,,,4944.3325,0.0003
Ti,1,4944.446,0.003,4944.4464,0.0010
Ti,1,4945.731,0.003,4945.7303,0.0010
Ti,1,4945.731,0.003,4945.7351,0.0010
V,1,4945.803,0.004,4945.8056,0.0012
Cr,1,4945.942,0.004,4945.9450,0.0005
V,1,4946.38,0.06,4946.3705,0.0010
V,1,4946.38,0.06,4946.3976,0.0007
Th,2,4946.629,0.003,4946.62505,0.00020
Ni,1,,,4946.825,0.010
Na,3,,,4946.97,0.07
Fe,1,4947.0173,0.0007,4947.0160,0.0003
Th,2,4947.2416,0.0005,4947.24140,0.00010
Ni,1,,,4947.412,0.010
Ti,1,4947.566,0.003,4947.5684,0.0010
Fe,1,4947.7683,0.0007,4947.7677,0.0003
La,2,4947.85,0.10,4947.83+,0.03
Ba,1,4948.693,0.010,4948.693+,0.003
Th,2,4948.95610,0.00017,4948.95610,0.00007
Si,1,4948.988,0.010,4948.988,0.010
Ti,1,4949.351,0.003,4949.3545,0.0010
Ho,2,4949.56,0.10,,
Ti,1,4949.569,0.003,4949.5703,0.0010
Y,1,4949.9364,0.0010,4949.9363,0.0008
Sm,2,4950.01,0.10,,
Cr,1,4950.963,0.004,4950.9624,0.0005
Th,2,4951.3392,0.0007,4951.34067,0.00015
Y,1,4951.386,0.010,4951.3870,0.0008
Fe,1,4951.4872,0.0007,4951.4868,0.0003
Th,2,4951.5473,0.0005,4951.54745,0.00012
Mo,1,4951.996,0.010,4951.996+,0.003
Th,2,4952.00806,0.00015,4952.00799,0.00007
Y,1,4952.0425,0.0010,,
K,1,4952.197,0.010,4952.19972,0.00017
Th,2,4952.770,0.003,4952.76979,0.00015
Er,2,4953.12,0.10,,
Th,2,4953.2098,0.0022,4953.21289,0.00020
La,2,4953.45,0.10,4953.44+,0.03
Sm,2,4953.75,0.10,,
Ni,1,,,4954.590,0.010
Cr,1,4955.099,0.002,4955.0994,0.0004
Th,2,4955.7226,0.0022,4955.71607,0.00020
Th,2,4955.93974,0.00022,4955.93958,0.00007
Th,2,4956.04334,0.00020,4956.04339,0.00007
Cr,1,4956.1883,0.0007,4956.1883,0.0004
Th,2,4957.343,0.003,4957.3365,0.0003
K,1,4957.5292,0.0010,4957.53114,0.00017
Sr,1,4957.660,0.005,4957.657,0.003
Fe,1,,,4957.7415,0.0003
Th,2,4957.753,0.003,4957.76124,0.00020
Cr,1,4958.10,0.03,4958.1019,0.0012
Th,2,4958.219,0.003,4958.2222,0.0003
Fe,1,4958.6817,0.0007,4958.6813,0.0003
Dy,2,4958.72,0.10,,
Mo,1,4958.913,0.010,4958.915+,0.003
Fe,1,4958.9800,0.0007,4958.9796,0.0003
V,1,4959.03,0.02,4959.0484,0.0007
Fe,1,4959.0628,0.0007,4959.0654,0.0003
Nd,2,4959.523,0.010,4959.524+,0.003
Ti,1,4959.661,0.003,4959.6596,0.0010
Th,2,4960.1079,0.0004,4960.10800,0.00004
Th,2,4960.358,0.003,4960.36003,0.00025
Nd,2,4960.514,0.010,4960.503+,0.003
Fe,1,4960.581,0.005,4960.5817,0.0017
Ho,2,4960.80,0.10,,
Th,2,4960.822,0.003,4960.81682,0.00020
Th,2,4961.122,0.003,4961.12777,0.00010
Th,2,4961.8792,0.0003,4961.87911,0.00006
Ho,2,4962.41,0.10,,
Fe,1,,,4962.5686,0.0003
Nd,2,4962.781,0.010,4962.772+,0.003
Fe,1,4963.2984,0.0020,4963.2979,0.0003
Sm,2,4963.32,0.10,,
Sr,1,4963.648,0.002,4963.6477,0.0022
Cr,1,4963.66,0.06,4963.618,0.020
Fe,1,4963.9563,0.0007,4963.9560,0.0003
Th,2,4964.3482,0.0003,4964.34813,0.00006
Th,2,4964.57313,0.00025,4964.57473,0.00007
Y,1,4964.874,0.010,4964.8681,0.0006
Th,2,4964.935,0.003,4964.93166,0.00020
Th,2,4965.1726,0.0006,4965.17199,0.00017
Th,2,4965.50377,0.00022,4965.50384,0.00007
Ti,1,4966.101,0.003,4966.1024,0.0010
Cr,1,4966.3126,0.0005,4966.3129,0.0003
Th,2,4966.3661,0.0007,4966.36578,0.00017
K,1,,,4966.39332,0.00017
K,1,4966.416,0.010,4966.41761,0.00017
Sr,1,4966.970,0.005,4966.971,0.005
Fe,1,4967.166,0.004,4967.1653,0.0006
Cr,1,4967.21,0.06,4967.143,0.022
Mn,1,4967.27,0.10,4967.239,0.010
Ti,1,4967.414,0.003,4967.4133,0.0010
Cr,1,4967.44,0.06,4967.395,0.020
Fe,1,4967.4744,0.0007,4967.4740,0.0003
V,1,4967.496,0.002,4967.4957,0.0006
Fe,1,4967.675,0.005,4967.6743,0.0003
Ho,2,4968.12,0.10,,
Cr,1,4968.19,0.03,4968.1810,0.0010
Th,2,4968.4488,0.0005,4968.44873,0.00010
Ho,2,4968.60,0.10,,
Ti,1,4968.685,0.003,4968.6819,0.0007
O,1,,,4968.762,0.010
O,1,,,4968.764,0.010
O,1,,,4968.767,0.010
Ni,1,,,4968.910,0.010
O,1,,,4969.263,0.010
O,1,,,4969.266,0.010
O,1,,,4969.270,0.010
Fe,1,4969.2832,0.0007,4969.2829,0.0003
Sr,1,4969.330,0.002,4969.328,0.003
Cr,1,4969.36,0.03,4969.392,0.020
Th,2,4969.763,0.003,4969.76167,0.00015
Fe,1,4969.7787,0.0020,4969.7780,0.0003
Ti,1,4969.954,0.003,4969.9539,0.0010
Fe,1,4970.0840,0.0007,4970.0843,0.0003
Th,2,4970.14209,0.00022,4970.14044,0.00006
O,1,,,4970.174,0.010
O,1,,,4970.178,0.010
O,1,,,4970.181,0.010
Ru,1,4970.29,0.10,4970.29+,0.03
Th,2,4970.5147,0.0006,4970.51559,0.00015
Cr,1,4970.52,0.06,4970.4820,0.0004
Fe,1,4971.3041,0.0007,4971.3036,0.0003
Na,6,,,4970,30
Th,2,4971.4159,0.0003,4971.41600,0.00010
Ti,1,4971.543,0.003,4971.5375,0.0015
La,2,4971.78,0.10,4971.77+,0.03
Fe,1,4971.8824,0.0007,4971.8828,0.0006
Fe,1,4972.0327,0.0020,4972.0328,0.0003
Tm,2,4972.26,0.10,,
Cr,1,4972.36,0.06,4972.38,0.03
Th,2,4972.573,0.003,4972.56739,0.00017
Ce,2,4972.89,0.10,4972.881+,0.025
Sr,1,4973.055,0.004,4973.0552,0.0020
Th,2,4973.5646,0.0003,4973.56456,0.00010
Cr,1,4973.61,0.06,4973.575,0.022
Th,2,4973.9933,0.0005,4973.99314,0.00007
Th,2,4974.0659,0.0007,4974.06595,0.00015
Ti,1,4974.417,0.003,4974.4183,0.0010
Th,2,4974.438,0.003,4974.44259,0.00020
Th,2,4974.480,0.003,4974.4842,0.0004
Fe,1,4974.4892,0.0007,4974.4891,0.0003
Na,2,4974.65,0.10,,
Cr,1,4974.69,0.10,4974.6418,0.0017
Cr,1,4974.69,0.10,4974.68,0.03
Cr,1,4974.69,0.10,4974.697,0.015
Th,2,4974.7805,0.0003,4974.78090,0.00017
Th,2,4974.8166,0.0004,4974.81652,0.00007
Th,2,4974.984,0.003,4974.99262,0.00015
Th,2,4975.157,0.003,4975.16149,0.00015
Y,1,4975.6915,0.0010,4975.6915,0.0008
Th,2,4975.829,0.003,4975.8334,0.0003
Th,2,4976.1268,0.0025,4976.12436,0.00020
Th,2,4976.382,0.003,4976.38409,0.00015
Tm,2,4976.51,0.10,,
Na,1,4976.7,0.3,4976.98,0.20
Ti,1,4976.730,0.003,4976.7313,0.0017
Fe,1,4976.8000,0.0020,4976.7999,0.0003
Th,2,4976.960,0.003,4976.96889,0.00012
Th,2,4977.3369,0.0003,4977.33695,0.00007
Ni,1,,,4977.523,0.010
Ni,1,,,4977.714,0.010
Th,2,4977.9824,0.0003,4977.98230,0.00007
Ni,1,,,4978.085,0.010
Cr,1,4978.93,0.06,4978.915,0.004
Fe,1,4979.0371,0.0020,4979.0368,0.0003
Ti,1,4979.117,0.003,4979.1163,0.0010
Th,2,4979.4232,0.0007,4979.42391,0.00017
Fe,1,4979.501,0.004,4979.4984,0.0003
Ti,1,4979.576,0.003,4979.5768,0.0010
Th,2,4979.697,0.003,4979.69930,0.00017
Na,1,4979.9305,0.0005,4979.9304,0.0005
Fe,1,4979.9921,0.0007,4979.9919,0.0003
Fe,1,4980.080,0.004,4980.0804,0.0003
Mo,1,4980.514,0.010,4980.513+,0.004
Th,2,4980.524,0.003,4980.52768,0.00012
Ti,1,4980.646,0.003,4980.6487,0.0010
Th,2,4980.827,0.003,4980.82705,0.00022
Th,2,4980.9513,0.0007,4980.95081,0.00017
Fe,1,4980.9751,0.0020,4980.9759,0.0006
Sn,1,4981.035,0.006,4981.0350,0.0011
Th,2,4981.365,0.003,4981.36615,0.00022
Ni,1,4981.55,0.10,4981.562,0.010
Fe,1,4981.6726,0.0020,4981.6719,0.0003
Ru,1,4981.74,0.10,4981.75+,0.04
Fe,1,4981.929,0.004,4981.9293,0.0003
Tm,2,4982.07,0.10,,
Th,2,4982.34104,0.00025,4982.34105,0.00005
Th,2,4982.618,0.003,4982.61591,0.00015
Cr,1,4982.997,0.040,4983.018,0.004
Ti,1,4983.121,0.003,4983.1204,0.0015
Y,1,4983.3546,0.0010,4983.3563,0.0008
Fe,1,4983.8897,0.0007,4983.8891,0.0004
Na,1,,,4984.1986,0.0005
Na,1,4984.2036,0.0005,4984.2036,0.0005
Fe,1,4984.6407,0.0007,4984.6403,0.0004
Fe,1,4984.731,0.004,4984.7315,0.0006
Cr,1,4984.84,0.03,4984.8741,0.0010
Fe,1,4985.2431,0.0007,4985.2427,0.0004
Ni,1,4985.52,0.10,,
Th,2,4985.692,0.003,4985.69078,0.00012
V,1,4985.935,0.006,4985.9364,0.0010
Fe,1,4986.6435,0.0007,4986.6435,0.0004
Fe,1,4986.9378,0.0007,4986.9375,0.0004
Cr,1,4987.347,0.002,4987.3487,0.0004
Fe,1,4987.3749,0.0020,4987.3740,0.0004
Th,2,4987.420,0.003,4987.42472,0.00020
Th,2,4987.4394,0.0025,4987.4359,0.0003
Fe,1,4987.6134,0.0007,4987.6133,0.0004
Th,2,4987.7257,0.0007,4987.7280,0.0003
La,2,4988.22,0.10,4988.21+,0.04
Fe,1,4988.294,0.004,4988.2962,0.0004
Mn,1,,,4988.452,0.010
Th,2,4988.53838,0.00020,4988.53863,0.00012
Fe,1,4990.3416,0.0007,4990.3412,0.0004
Ti,1,4990.526,0.003,4990.5265,0.0010
Tm,2,4990.71,0.10,,
Nd,2,4991.33,0.10,4991.343+,0.004
Th,2,4991.4245,0.0004,4991.42444,0.00007
Th,2,4991.864,0.003,4991.86517,0.00012
Th,2,4992.399,0.003,4992.39756,0.00012
Ti,1,4992.459,0.003,4992.4584,0.0010
Fe,1,4992.6605,0.0007,4992.6600,0.0004
La,2,4992.67,0.10,4992.68+,0.04
Fe,1,4993.193,0.005,4993.1910,0.0006
Fe,1,4993.260,0.004,4993.2586,0.0004
Th,2,4993.318,0.003,4993.31537,0.00015
Th,2,4993.668,0.003,4993.66583,0.00012
Ru,1,4994.13,0.10,4994.13+,0.04
Fe,1,4994.178,0.004,4994.1785,0.0004
Ag,1,4994.25,0.10,4993.97,0.50
Fe,1,4995.0733,0.0020,4995.0726,0.0004
Fe,1,4995.1441,0.0020,4995.1437,0.0006
Tm,2,4995.18,0.10,,
Th,2,4995.3351,0.0007,4995.33524,0.00007
Fe,1,4995.5224,0.0007,4995.5223,0.0004
Lu,2,4995.52,0.10,,
Tm,2,4996.11,0.10,,
Zr,1,4996.15,0.10,,
Ti,1,4996.459,0.003,4996.4588,0.0010
Fe,1,4996.8030,0.0020,4996.8010,0.0004
Ba,1,4997.038,0.010,4997.038+,0.004
Ni,1,,,4997.044,0.010
La,2,4998.21,0.10,4998.22+,0.04
Ni,1,,,4998.238,0.010
Th,2,4998.267,0.003,4998.2572,0.0003
Th,2,4998.376,0.003,4998.37330,0.00017
Ti,1,4998.487,0.003,4998.4907,0.0010
Th,2,4998.7206,0.0007,4998.72044,0.00012
Th,2,4999.0619,0.0004,4999.06213,0.00010
Ti,1,4999.120,0.006,4999.1127,0.0020
Th,2,4999.2132,0.0003,4999.21316,0.00010
Fe,1,4999.354,0.005,4999.3561,0.0006
Ni,1,,,4999.619,0.010
Cr,1,4999.96,0.03,4999.9812,0.0005
Th,2,5000.4999,0.0006,5000.50001,0.00010
Fe,1,5000.5067,0.0008,5000.5066,0.0006
La,2,5000.86,0.10,5000.86+,0.04
Ti,1,5000.897,0.003,5000.8977,0.0010
Mo,1,5001.297,0.010,5001.297+,0.004
Th,2,5001.3347,0.0003,5001.33461,0.00013
Na,6,,,5000,40
Na,5,,,5000,30
Na,5,,,5000,30
Na,5,,,5000,30
Na,5,,,5000,30
Na,5,,,5000,30
Fe,1,5001.605,0.004,5001.6058,0.0006
Ni,1,5001.73,0.10,5001.738,0.010
Cr,1,5002.35,0.03,5002.3554,0.0010
Ti,1,5002.383,0.003,5002.3846,0.0010
Fe,1,5003.2586,0.0008,5003.2584,0.0004
La,2,5003.53,0.10,5003.52+,0.04
Ti,1,5003.550,0.003,5003.5488,0.0018
V,1,5003.7182,0.0015,5003.7183,0.0013
Th,2,5003.9632,0.0008,5003.96302,0.00020
Fe,1,5003.976,0.005,5003.9784,0.0006
Fe,1,5003.976,0.005,5003.9814,0.0006
Fe,1,5004.1879,0.0008,5004.1875,0.0004
Th,2,5004.8975,0.0023,5004.8986,0.0003
Ni,1,,,5005.137,0.010
Fe,1,5005.4399,0.0008,5005.4392,0.0004
Dy,2,5005.68,0.10,,
Fe,1,5005.737,0.004,5005.7358,0.0004
Cr,1,5005.796,0.002,5005.7984,0.0005
Y,1,5005.8310,0.0010,5005.8313,0.0006
Mn,1,5006.31,0.10,5006.288,0.010
Cr,1,5006.48,0.03,5006.4854,0.0013
V,1,5007.02,0.02,5007.0020,0.0010
Fe,1,5007.1083,0.0008,5007.1083,0.0004
Th,2,5007.134,0.004,5007.1347,0.0003
Si,1,5007.457,0.010,5007.456,0.010
Fe,1,5007.5152,0.0008,5007.5148,0.0004
V,1,5007.79,0.02,5007.8252,0.0010
Th,2,5008.218,0.004,5008.21742,0.00020
Y,1,5008.3589,0.0010,5008.3602,0.0006
Ti,1,5008.603,0.003,5008.6060,0.0013
Fe,1,5008.6717,0.0008,5008.6708,0.0004
Th,2,5008.7758,0.0008,5008.77586,0.00010
Th,2,5009.5868,0.0004,5009.58691,0.00013
U,2,5009.61,0.10,,
Th,2,5009.774,0.004,5009.78373,0.00023
Fe,1,5010.036,0.005,5010.0386,0.0004
Cr,1,5010.15,0.06,5010.1857,0.0005
Th,2,5010.475,0.004,5010.47475,0.00015
Th,2,5010.8457,0.0006,5010.84565,0.00013
Yb,2,5010.92,0.10,,
Ti,1,5011.042,0.003,5011.0420,0.0010
Ti,1,5011.042,0.003,5011.0541,0.0015
Tm,2,5011.17,0.10,,
Cr,1,5011.18,0.06,5011.2052,0.0005
Th,2,5011.3736,0.0005,5011.37366,0.00018
V,1,5011.420,0.004,5011.4240,0.0020
Mo,1,5012.207,0.010,5012.207+,0.004
Gd,2,5012.22,0.10,,
Ni,1,,,5012.336,0.010
Fe,1,5012.610,0.005,5012.6097,0.0006
Ru,1,5012.63,0.10,5012.63+,0.04
Zr,1,5012.86,0.10,,
Ce,2,5013.17,0.10,5013.157+,0.004
Fe,1,5013.4661,0.0008,5013.4657,0.0004
Fe,1,5013.5556,0.0008,5013.5546,0.0004
Ni,1,5013.86,0.10,5013.841,0.010
Fe,1,5014.0926,0.0020,5014.0926,0.0004
Ho,2,5014.68,0.10,,
Ti,1,5014.680,0.003,5014.6807,0.0010
Cr,1,5014.7119,0.0007,5014.7127,0.0003
Th,2,5014.9956,0.0008,5014.99531,0.00015
Th,2,5015.392,0.004,5015.39108,0.00025
Ti,1,5015.585,0.003,5015.5847,0.0013
Ti,1,5015.674,0.003,5015.6747,0.0013
Tm,2,5015.96,0.10,,
Mo,1,5015.979,0.010,5015.979+,0.004
V,1,5016.023,0.002,5016.0207,0.0013
Fe,1,5016.3408,0.0008,5016.3410,0.0004
Ru,1,5016.35,0.10,5016.35+,0.04
He,1,5017.0772,0.0003,5017.0769515,0.0000020
Th,2,5017.28842,0.00018,5017.28839,0.00013
Ti,1,5017.560,0.003,5017.5600,0.0013
Fe,1,5017.8779,0.0020,5017.8762,0.0004
Cu,1,5018.010,0.009,5018.017,0.010
Mo,1,5018.160,0.010,5018.161+,0.004
Th,2,5018.65355,0.00005,5018.65356,0.00004
Cr,1,5018.73,0.03,5018.7491,0.0006
Ni,1,5018.99,0.10,5018.975,0.010
Tm,2,5019.27,0.10,,
Dy,2,5019.38,0.10,,
Cr,1,5019.558,0.003,5019.5578,0.0005
Th,2,5019.620,0.004,5019.61893,0.00020
O,1,,,5020.182,0.010
Cr,1,5020.5761,0.0018,5020.57646,0.00020
O,1,,,5020.691,0.010
Th,2,5020.7240,0.0003,5020.72409,0.00013
Th,2,5021.014,0.004,5021.00649,0.00020
Fe,1,5021.1303,0.0020,5021.1309,0.0004
Na,1,5021.2,0.2,5021.19,0.15
Mo,1,5021.242,0.010,5021.242+,0.004
Ti,1,5021.289,0.003,5021.2898,0.0010
Ti,1,5021.425,0.003,5021.4264,0.0010
V,1,5021.5885,,5021.5886,0.0008
O,1,,,5021.618,0.010
Th,2,5021.9461,0.0004,5021.94666,0.00010
Cr,1,5022.008,0.020,5022.0262,0.0006
Fe,1,5022.2169,0.0020,5022.2170,0.0004
Fe,1,5022.992,0.005,5022.9900,0.0006
Fe,1,5023.0837,0.0020,5023.0818,0.0004
Th,2,5023.1560,0.0006,5023.15615,0.00020
Cr,1,5023.3023,0.0007,5023.3027,0.0003
Fe,1,5023.6359,0.0008,5023.6360,0.0004
Fe,1,5024.190,0.005,5024.1900,0.0004
Ti,1,5024.267,0.003,5024.2687,0.0010
Ce,2,5024.27,0.10,5024.267+,0.004
Th,2,5024.4486,0.0005,5024.44851,0.00010
Gd,2,5024.53,0.10,,
Fe,1,5024.5872,0.0008,5024.5863,0.0004
Ti,1,5024.735,0.003,5024.7332,0.0013
Fe,1,5024.8985,0.0020,5024.8981,0.0004
Cr,1,5025.03,0.06,5025.0699,0.0003
V,1,5025.579,0.007,5025.5827,0.0010
Fe,1,5026.1947,0.0020,5026.1933,0.0004
Ti,1,5026.245,0.003,5026.2458,0.0013
Fe,1,5026.485,0.004,5026.4823,0.0004
Fe,1,5026.7038,0.0020,5026.7044,0.0004
Cr,1,5026.957,0.002,5026.95541,0.00015
Ti,1,5026.972,0.003,5026.9712,0.0013
Cr,1,5027.23,0.03,5027.2166,0.0006
Th,2,5027.2639,0.0008,5027.26365,0.00006
Th,2,5027.485,0.003,5027.48853,0.00015
Ru,1,5027.58,0.10,5027.58+,0.04
Th,2,5027.640,0.003,5027.63472,0.00018
Cr,1,5028.431,0.003,5028.43062,0.00020
Fe,1,5028.5247,0.0008,5028.5243,0.0004
Fe,1,5028.627,0.005,5028.6275,0.0004
Ni,1,,,5028.720,0.010
Fe,1,5028.7442,0.0020,5028.7448,0.0004
Fe,1,5029.1585,0.0008,5029.1586,0.0004
Cr,1,5029.454,0.004,5029.45756,0.00020
Fe,1,5029.5283,0.0008,5029.5281,0.0004
Ru,1,5029.56,0.10,5029.56+,0.04
Sm,2,5029.84,0.10,,
Th,2,5030.00792,0.00015,5030.00804,0.00006
Er,2,5030.31,0.10,,
