element,sp_num,obs_wl_air(A),unc_obs_wl,ritz_wl_air(A),unc_ritz_wl
Fe,1,4432.5675,0.0006,4432.5674,0.0003
Ti,1,4432.592,0.002,4432.5893,0.0006
Cr,1,4432.7589,0.0014,4432.7591,0.0014
V,1,4432.884,0.003,4432.8843,0.0008
Th,2,4432.96283,0.00012,4432.96274,0.00006
La,2,4432.98,0.10,4432.95+,0.03
Th,2,4433.0134,0.0006,4433.01387,0.00016
Fe,1,4433.2184,0.0006,4433.2183,0.0003
Cr,1,4433.41,0.03,4433.3742,0.0020
Ti,1,4433.566,0.002,4433.5652,0.0006
Mn,1,,,4433.677,0.010
Th,2,4433.723,0.003,4433.72260,0.00014
Fe,1,4433.7821,0.0006,4433.7818,0.0003
Sm,2,4433.88,0.10,,
Cr,1,4433.9529,0.0012,4433.95343,0.00020
Ti,1,4433.964,0.002,4433.9654,0.0008
Ti,1,4434.017,0.002,4434.0178,0.0012
Th,2,4434.0575,0.0006,4434.05671,0.00014
Mn,1,,,4434.20,0.10
Sm,2,4434.32,0.10,,
Th,2,4434.3320,0.0006,4434.33220,0.00010
Ti,1,4434.366,0.002,4434.3682,0.0006
Cr,1,4434.474,0.020,4434.4669,0.0020
Th,2,4434.516,0.003,4434.51372,0.00012
V,1,4434.5945,0.0018,4434.5941,0.0006
Sr,1,4434.70,0.04,4435.1146,0.0008
Cr,1,4434.7530,0.0018,4434.75212,0.00020
Eu,2,4434.81,0.10,,
Th,2,4434.8266,0.0004,4434.82650,0.00005
Mo,1,4434.948,0.010,4434.949+,0.003
Ca,1,4434.96,0.10,4434.957,0.010
Fe,1,4435.1486,0.0006,4435.1485,0.0003
V,1,4435.374,0.003,4435.3742,0.0006
Eu,2,4435.56,0.10,4435.58+,0.03
Ca,1,4435.69,0.10,4435.679,0.010
La,2,4435.85,0.10,4435.84+,0.03
Th,2,4435.8977,0.0020,4435.8965,0.0008
Th,2,4436.0484,0.0003,4436.04833,0.00006
V,1,4436.1325,0.0012,4436.1323,0.0006
Th,2,4436.1425,0.0020,4436.14573,0.00014
Gd,2,4436.22,0.10,,
Th,2,4436.28438,0.00024,4436.28440,0.00006
Mn,1,4436.35,0.10,4436.357,0.010
Th,2,4436.375,0.003,4436.37476,0.00024
Cr,1,4436.44,0.03,4436.451,0.006
Cr,1,4436.49,0.08,4436.4715,0.0020
Cr,1,4436.49,0.08,4436.53876,0.00022
Th,2,4436.5511,0.0003,4436.55115,0.00008
Ti,1,4436.586,0.002,4436.5865,0.0008
Ti,1,4436.675,0.002,4436.6740,0.0006
V,1,4436.868,0.005,4436.8637,0.0014
Fe,1,4436.9203,0.0006,4436.9204,0.0003
Y,1,4437.3402,0.0010,4437.3401,0.0003
V,1,4437.36,0.04,4437.4033,0.0008
Tm,2,4437.40,0.10,,
He,1,4437.551,0.010,4437.553428,0.000022
Ni,1,,,4437.571,0.010
Th,2,4437.722,0.003,4437.72403,0.00008
V,1,4437.8304,0.0012,4437.8304,0.0004
Sr,1,4438.044,0.002,4438.0430,0.0013
Ti,1,4438.221,0.002,4438.2217,0.0010
Cr,1,4438.23,0.08,4438.1904,0.0003
Cr,1,4438.23,0.08,4438.2057,0.0022
Fe,1,4438.3430,0.0006,4438.3425,0.0003
V,1,4438.990,0.003,4438.9901,0.0003
Th,2,4439.0723,0.0008,4439.07139,0.00012
Th,2,4439.12365,0.00018,4439.12361,0.00006
Cr,1,4439.34,0.06,4439.3157,0.0022
Fe,1,4439.634,0.004,4439.634,0.010
Fe,1,4439.634,0.004,4439.6341,0.0003
Ru,1,4439.76,0.10,4439.76+,0.03
Fe,1,4439.8805,0.0016,4439.8812,0.0003
Ti,1,4440.338,0.005,4440.3426,0.0018
Fe,1,4440.479,0.003,4440.4789,0.0003
Th,2,4440.57368,0.00016,4440.57364,0.00006
Fe,1,4440.8236,0.0016,4440.8243,0.0003
Th,2,4440.86588,0.00016,4440.86601,0.00008
Fe,1,4440.969,0.004,4440.9691,0.0003
Cr,1,4441.02,0.03,4440.9993,0.0006
Ti,1,4441.266,0.002,4441.2660,0.0008
Fe,1,4441.545,0.004,4441.5464,0.0003
V,1,4441.6798,0.0012,4441.6800,0.0004
Th,2,4441.905,0.003,4441.90116,0.00012
Mo,1,4442.202,0.010,4442.202+,0.003
Cr,1,4442.2678,0.0006,4442.26744,0.00022
Fe,1,4442.3387,0.0006,4442.3386,0.0003
Th,2,4442.370,0.003,4442.36820,0.00018
Fe,1,4442.8313,0.0006,4442.8310,0.0003
Th,2,4443.08633,0.00024,4443.08640,0.00006
Fe,1,4443.194,0.004,4443.1938,0.0003
Fe,1,4443.194,0.004,4443.1953,0.0003
V,1,4443.3365,0.0018,4443.3357,0.0012
Y,1,4443.652,0.010,4443.6502,0.0006
Cr,1,4443.7077,0.0011,4443.7074,0.0008
V,1,4444.2062,0.0012,4444.2059,0.0004
Ti,1,4444.258,0.002,4444.2584,0.0010
Sm,2,4444.26,0.10,,
Ce,2,4444.39,0.10,4444.390+,0.003
Ce,2,4444.70,0.10,4444.699+,0.003
Th,2,4444.9823,0.0004,4444.98231,0.00010
Fe,1,4445.4712,0.0006,4445.4707,0.0003
V,1,4445.820,0.003,4445.8198,0.0020
Nd,2,4446.387,0.010,4446.384+,0.003
Mo,1,4446.425,0.010,4446.424+,0.003
Y,1,4446.6226,0.0010,4446.6240,0.0003
Fe,1,4446.8318,0.0006,4446.8319,0.0003
Fe,1,4446.896,0.003,4446.8956,0.0003
Fe,1,4447.1301,0.0006,4447.1298,0.0003
Fe,1,4447.7170,0.0006,4447.7169,0.0003
Th,2,4447.787,0.003,4447.7912,0.0003
Fe,1,4447.805,0.003,4447.8027,0.0004
Th,2,4447.83461,0.00018,4447.83468,0.00008
Cr,1,4447.85,0.03,4447.8199,0.0003
Th,2,4448.133,0.003,4448.12879,0.00016
Th,2,4448.5541,0.0003,4448.55410,0.00012
Ti,1,4449.143,0.002,4449.1425,0.0010
Ru,1,4449.34,0.10,4449.34+,0.03
Ce,2,4449.34,0.10,4449.330+,0.003
V,1,4449.5724,0.0012,4449.5730,0.0006
Cr,1,4449.61,0.03,4449.6068,0.0003
Dy,2,4449.70,0.10,,
Mo,1,4449.738,0.010,4449.739+,0.003
Pr,2,4449.83,0.10,4449.82+,0.03
Ti,1,4449.974,0.002,4449.9665,0.0018
Ni,1,,,4450.091,0.010
Fe,1,4450.3153,0.0006,4450.3156,0.0004
Ce,2,4450.73,0.10,4450.732+,0.003
Fe,1,4450.767,0.004,4450.7667,0.0003
Ti,1,4450.894,0.002,4450.8939,0.0008
V,1,4450.8979,0.0015,4450.8977,0.0008
Th,2,4451.0493,0.0006,4451.04925,0.00012
Nd,2,4451.566,0.010,4451.563+,0.003
Mn,1,4451.59,0.10,4451.586,0.010
V,1,4451.763,0.003,4451.7640,0.0006
V,1,4451.763,0.003,4451.764,0.003
Sr,1,4451.804,0.003,4451.8025,0.0012
Pr,2,4451.90,0.10,,
Nd,2,4451.978,0.010,4451.980+,0.003
V,1,4452.0051,0.0012,4452.0051,0.0012
Mn,1,,,4452.524,0.010
Fe,1,4452.609,0.004,4452.6109,0.0003
V,1,4452.697,0.003,4452.6978,0.0006
Sm,2,4452.73,0.10,,
Th,2,4452.791,0.003,4452.79054,0.00014
Fe,1,4452.799,0.003,4452.7991,0.0004
Mn,1,4453.00,0.10,4453.012,0.010
Ti,1,4453.049,0.005,4453.0367,0.0006
V,1,4453.118,0.002,4453.1180,0.0008
Th,2,4453.2888,0.0022,4453.28792,0.00022
Cr,1,4453.309,0.020,4453.285,0.012
Ti,1,4453.313,0.002,4453.3128,0.0008
Ti,1,4453.699,0.002,4453.6987,0.0008
Ti,1,4453.851,0.005,4453.8467,0.0006
V,1,4454.118,0.002,4454.1186,0.0010
Pr,2,4454.36,0.10,4454.35+,0.03
Fe,1,4454.3807,0.0006,4454.3808,0.0003
Th,2,4454.5133,0.0003,4454.51315,0.00010
Sm,2,4454.63,0.10,,
Fe,1,4454.6709,0.0016,4454.6706,0.0003
Pr,2,4454.68,0.10,,
Ca,1,4454.78,0.10,4454.779,0.010
Mn,1,4455.01,0.10,,
Fe,1,4455.0270,0.0006,4455.0269,0.0003
Th,2,4455.0448,0.0006,4455.04458,0.00012
Th,2,4455.294,0.003,4455.28857,0.00010
Ti,1,4455.318,0.002,4455.3168,0.0008
Mn,1,4455.32,0.10,,
Th,2,4455.424,0.003,4455.42622,0.00012
Cr,1,4455.4524,0.0018,4455.45031,0.00020
Th,2,4455.576,0.003,4455.58095,0.00024
Dy,2,4455.60,0.10,,
Th,2,4455.7131,0.0006,4455.71336,0.00010
La,2,4455.80,0.10,4455.79+,0.03
Mn,1,4455.82,0.10,4455.814,0.010
Ca,1,4455.89,0.10,4455.887,0.010
Cr,1,4456.19,0.03,4456.1869,0.0003
Fe,1,4456.3254,0.0006,4456.3255,0.0003
Cr,1,4456.36,0.03,4456.342,0.006
Nd,2,4456.394,0.010,4456.390+,0.003
V,1,4456.4410,0.0018,4456.4409,0.0004
V,1,4456.4916,0.0015,4456.4912,0.0008
Ca,1,4456.61,0.10,4456.616,0.010
Fe,1,4456.6299,0.0016,4456.6280,0.0003
Th,2,4456.7080,0.0003,4456.70810,0.00010
Mn,1,4457.04,0.10,4457.044,0.010
Th,2,4457.0785,0.0022,4457.08180,0.00012
Mo,1,4457.354,0.010,4457.355+,0.003
Ti,1,4457.427,0.002,4457.4268,0.0008
Zr,1,4457.43,0.10,,
Th,2,4457.4418,0.0024,4457.44326,0.00012
V,1,4457.4700,0.0012,4457.4696,0.0006
Th,2,4457.5264,0.0022,4457.52430,0.00020
Mn,1,4457.55,0.10,4457.549,0.010
V,1,4457.7533,0.0012,4457.7534,0.0008
Fe,1,4458.0799,0.0006,4458.0800,0.0003
Mn,1,4458.26,0.10,4458.254,0.010
V,1,4458.389,0.003,4458.3882,0.0008
Cr,1,4458.5065,0.0004,4458.5067,0.0003
Sm,2,4458.52,0.10,,
Cr,1,4458.5429,0.0004,4458.54307,0.00018
Fe,1,,,4458.5765,0.0003
Fe,1,,,4458.5765,0.0003
Y,1,4459.010,0.010,4459.0084,0.0003
Ni,1,4459.04,0.10,,
Fe,1,4459.1173,0.0006,4459.1170,0.0003
Er,2,4459.24,0.10,,
Fe,1,4459.3524,0.0016,4459.3521,0.0003
Cr,1,4459.3754,0.0011,4459.3755,0.0004
Cr,1,4459.7343,0.0004,4459.73437,0.00018
V,1,4459.7532,0.0012,4459.7536,0.0006
Ru,1,4460.04,0.10,4460.03+,0.03
Ce,2,4460.21,0.10,4460.207+,0.003
V,1,4460.2914,0.0012,4460.2914,0.0006
Mn,1,4460.38,0.10,,
V,1,4460.4300,0.0018,4460.4287,0.0008
Cr,1,4460.7731,0.0013,4460.7734,0.0004
V,1,4460.9855,0.0012,4460.9850,0.0006
Th,2,4461.0629,0.0004,4461.06295,0.00010
Mn,1,4461.08,0.10,4461.079,0.010
Th,2,4461.1247,0.0003,4461.12426,0.00008
Ce,2,4461.14,0.10,4461.133+,0.003
Fe,1,4461.1964,0.0016,4461.1955,0.0003
Cr,1,4461.3052,0.0015,4461.3048,0.0004
Fe,1,4461.3726,0.0016,4461.3719,0.0004
Fe,1,4461.6525,0.0006,4461.6524,0.0003
Th,2,4461.7016,0.0004,4461.70018,0.00012
Fe,1,4461.970,0.004,4461.9682,0.0003
Fe,1,4461.970,0.004,4461.9710,0.0003
Mn,1,4462.02,0.10,4462.031,0.010
Ti,1,4462.088,0.002,4462.0891,0.0006
Cr,1,4462.09,0.06,4462.054,0.004
Fe,1,4462.195,0.003,4462.1977,0.0003
V,1,4462.3574,0.0012,4462.3574,0.0006
Ni,1,4462.46,0.10,4462.455,0.010
Ti,1,4462.746,0.002,4462.7441,0.0006
Cr,1,4462.7690,0.0006,4462.7701,0.0006
Nd,2,4462.985,0.010,4462.979+,0.003
Th,2,4463.080,0.003,4463.08223,0.00016
V,1,4463.123,0.003,4463.1196,0.0006
Fe,1,4463.132,0.003,4463.1302,0.0004
Th,2,4463.1870,0.0006,4463.18690,0.00008
Sr,1,4463.301,0.005,4463.2981,0.0008
Ti,1,4463.380,0.002,4463.3807,0.0008
Fe,1,4463.407,0.004,4463.4038,0.0003
Ce,2,4463.41,0.10,4463.408+,0.003
Ti,1,4463.533,0.002,4463.5311,0.0010
V,1,4464.2215,0.0015,4464.2216,0.0006
Cr,1,4464.6620,0.0006,4464.6609,0.0006
Mn,1,4464.68,0.10,4464.682,0.010
Fe,1,4464.6872,0.0016,4464.6903,0.0003
V,1,4464.738,0.003,4464.7364,0.0008
Fe,1,4464.7662,0.0006,4464.7657,0.0003
Cr,1,4464.9023,0.0006,4464.9025,0.0003
Eu,2,4464.97,0.10,,
Cr,1,4465.128,0.004,4465.130,0.004
Y,1,4465.267,0.010,,
Th,2,4465.34060,0.00014,4465.34066,0.00006
Cr,1,4465.3486,0.0006,4465.34868,0.00022
V,1,4465.493,0.003,4465.4932,0.0010
Ti,1,4465.806,0.002,4465.8054,0.0014
Th,2,4465.8301,0.0024,4465.82889,0.00014
Th,2,4465.931,0.003,4465.92834,0.00016
Pr,2,4465.97,0.10,4465.87+,0.03
Cr,1,4466.1583,0.0007,4466.15872,0.00020
Gd,2,4466.55,0.10,,
Fe,1,4466.5515,0.0006,4466.5510,0.0003
V,1,4466.8554,0.0015,4466.8560,0.0008
Zr,1,4466.91,0.10,,
Fe,1,4466.9383,0.0016,4466.9374,0.0003
Ba,1,4467.0914,0.0010,4467.091+,0.003
Cr,1,4467.32,0.03,4467.3144,0.0006
Sm,2,4467.34,0.10,4467.34+,0.03
Ce,2,4467.54,0.10,4467.556+,0.003
Cr,1,4467.5560,0.0006,4467.5563,0.0003
V,1,4467.6056,0.0018,4467.6051,0.0006
V,1,4468.0003,0.0015,4468.0001,0.0008
Dy,2,4468.14,0.10,,
Cr,1,4468.376,0.020,4468.3672,0.0003
Cr,1,4468.65,0.03,4468.6500,0.0020
Pr,2,4468.66,0.10,4468.66+,0.03
V,1,4468.755,0.003,4468.7553,0.0006
Fe,1,4469.3753,0.0006,4469.3754,0.0003
V,1,4469.7035,0.0012,4469.7033,0.0008
Th,2,4469.7533,0.0006,4469.75356,0.00008
Cr,1,4469.765,0.020,4469.7415,0.0003
Cr,1,4469.84,0.03,4469.8399,0.0006
Th,2,4470.0047,0.0020,4470.00483,0.00010
V,1,4470.041,0.004,4470.0429,0.0020
Mn,1,4470.14,0.10,4470.144,0.010
Zr,1,4470.31,0.10,,
V,1,4470.347,0.003,4470.3481,0.0006
Cr,1,4470.442,0.020,4470.3998,0.0008
Ni,1,4470.48,0.10,4470.477,0.010
Zr,1,4470.56,0.10,,
V,1,4470.812,0.004,4470.8145,0.0006
Ti,1,4471.237,0.002,4471.2372,0.0012
Ce,2,4471.24,0.10,4471.241+,0.003
V,1,4471.321,0.003,4471.3176,0.0006
He,1,4471.4802,0.0015,4471.470373,0.000022
He,1,4471.4802,0.0015,4471.474077,0.000022
He,1,4471.4802,0.0015,4471.474317,0.000022
He,1,4471.4802,0.0015,4471.485658,0.000022
He,1,4471.4802,0.0015,4471.489362,0.000022
Fe,1,4471.677,0.003,4471.6760,0.0003
He,1,,,4471.683251,0.000022
Th,2,4471.7554,0.0008,4471.75510,0.00012
V,1,4471.756,0.004,4471.7570,0.0006
Th,2,4471.7720,0.0006,4471.77181,0.00010
Th,2,4471.9764,0.0003,4471.97600,0.00008
Th,2,4472.105,0.003,4472.10289,0.00012
V,1,4472.224,0.003,4472.2235,0.0006
Th,2,4472.2765,0.0003,4472.27688,0.00008
Y,1,,,4472.3218,0.0003
U,2,4472.33,0.10,,
Sm,2,4472.43,0.10,,
Fe,1,4472.7110,0.0016,4472.7049,0.0003
Ce,2,4472.72,0.10,4472.715+,0.003
Mn,1,4472.79,0.10,4472.806,0.010
Th,2,4472.8462,0.0003,4472.8470,0.0004
Sm,2,4473.02,0.10,,
V,1,4473.219,0.005,4473.2145,0.0006
Er,2,4473.50,0.10,,
Pd,1,4473.5857,0.0010,4473.5846,0.0010
Ho,2,4473.59,0.10,,
Cr,1,4473.78,0.03,4473.7533,0.0020
Cr,1,4473.8270,0.0015,4473.82788,0.00020
Y,1,4473.8756,0.0010,4473.8771,0.0004
Ru,1,4473.93,0.10,4473.93+,0.03
V,1,4474.040,0.002,4474.0397,0.0006
Sr,1,4474.04,0.04,4474.04,0.04
Th,2,4474.0730,0.0003,4474.07297,0.00008
Mo,1,4474.570,0.010,4474.569+,0.003
V,1,4474.7141,0.0012,4474.7129,0.0010
Ti,1,4474.852,0.002,4474.8513,0.0008
Ti,1,4475.171,0.002,4475.1727,0.0008
Cr,1,4475.36,0.08,4475.329,0.020
Cr,1,4475.36,0.08,4475.3749,0.0022
Ti,1,4475.499,0.005,4475.5032,0.0010
Y,1,4475.721,0.010,4475.7178,0.0004
V,1,4475.8820,0.0015,4475.8819,0.0006
Fe,1,4476.0183,0.0006,4476.0184,0.0003
Ag,1,4476.040,0.010,4476.04035,0.00020
Fe,1,4476.0752,0.0006,4476.0753,0.0003
Cr,1,4476.131,0.020,4476.1154,0.0016
Ti,1,4476.595,0.002,4476.5991,0.0010
Y,1,4476.951,0.010,4476.9471,0.0003
Cr,1,4477.0572,0.0015,4477.05743,0.00020
Pr,2,4477.26,0.10,4477.26+,0.03
Y,1,4477.4424,0.0010,4477.4436,0.0003
Th,2,4477.4676,0.0020,4477.4729,0.0003
Ho,2,4477.64,0.10,,
Fe,1,4478.0179,0.0016,4478.0174,0.0003
Ti,1,4478.401,0.005,4478.4059,0.0012
Sm,2,4478.66,0.10,,
Gd,2,4478.80,0.10,,
Th,2,4479.1576,0.0004,4479.15765,0.00010
Ce,2,4479.36,0.10,4479.361+,0.003
Ce,2,4479.36,0.10,4479.419+,0.003
Mn,1,4479.40,0.10,4479.393,0.010
Fe,1,4479.6025,0.0006,4479.5979,0.0004
Ti,1,4479.701,0.002,4479.7015,0.0012
Fe,1,4479.9626,0.0016,4479.9621,0.0003
V,1,4480.0349,0.0012,4480.0346,0.0008
Fe,1,4480.1363,0.0006,4480.1366,0.0003
Cr,1,4480.2586,0.0007,4480.2585,0.0003
Fe,1,4480.271,0.003,4480.2703,0.0003
Cu,1,4480.350,0.009,4480.3494,0.0028
Cr,1,4480.3604,0.0011,4480.3610,0.0004
Ru,1,4480.45,0.10,4480.45+,0.03
Sr,1,4480.507,0.002,4480.545,0.003
Ti,1,4480.589,0.002,4480.5884,0.0012
Th,2,4480.8142,0.0003,4480.81415,0.00008
Th,2,4480.909,0.003,4480.91309,0.00012
Gd,2,4481.06,0.10,,
Th,2,4481.1772,0.0006,4481.17747,0.00024
Ti,1,4481.259,0.002,4481.2592,0.0014
Tm,2,4481.26,0.10,,
Ti,1,4481.415,0.005,4481.4102,0.0022
Cr,1,4481.45,0.03,4481.434,0.010
Fe,1,4481.6090,0.0006,4481.6089,0.0003
Th,2,4481.6394,0.0004,4481.63951,0.00008
Fe,1,4482.1696,0.0006,4482.1691,0.0003
Fe,1,4482.2524,0.0006,4482.2523,0.0003
Ti,1,4482.687,0.002,4482.6865,0.0008
Cr,1,4482.73,0.03,4482.703,0.012
Fe,1,4482.7390,0.0006,4482.7389,0.0003
Cr,1,4482.8708,0.0006,4482.8707,0.0003
Gd,2,4483.33,0.10,,
Fe,1,4483.777,0.003,4483.7762,0.0005
Ce,2,4483.90,0.10,4483.893+,0.003
Th,2,4484.1038,0.0006,4484.10432,0.00016
Fe,1,4484.2195,0.0006,4484.2198,0.0003
Th,2,4484.235,0.003,4484.2343,0.0003
Th,2,4484.2908,0.0005,4484.29077,0.00010
Y,1,4484.4389,0.0010,4484.4371,0.0004
Ti,1,4484.53,0.02,4484.5449,0.0012
Ho,2,4484.57,0.10,,
Cr,1,4484.61,0.03,4484.5659,0.0004
Cr,1,4484.683,0.020,4484.6870,0.0003
Ti,1,4485.076,0.002,4485.0785,0.0012
Eu,2,4485.15,0.10,,
Fe,1,4485.6753,0.0006,4485.6756,0.0003
Cr,1,4485.68,0.06,4485.6438,0.0006
Th,2,4485.7950,0.0003,4485.79500,0.00010
Fe,1,4485.972,0.003,4485.9695,0.0003
V,1,4486.241,0.003,4486.2418,0.0006
Cr,1,4486.38,0.06,4486.354,0.008
Th,2,4486.6285,0.0003,4486.62845,0.00016
Ce,2,4486.91,0.10,4486.909+,0.003
Y,1,4487.279,0.010,4487.2741,0.0003
Y,1,4487.460,0.010,4487.4634,0.0008
Th,2,4487.49546,0.00012,4487.49544,0.00006
Cr,1,4487.499,0.002,4487.49854,0.00020
Fe,1,4487.736,0.003,4487.7372,0.0003
Cr,1,4488.0482,0.0006,4488.04817,0.00020
Fe,1,4488.1328,0.0016,4488.1335,0.0003
Ti,1,4488.249,0.002,4488.2487,0.0010
V,1,4488.268,0.003,4488.2677,0.0008
Th,2,4488.6195,0.0006,4488.62000,0.00008
Th,2,4488.6630,0.0008,4488.66358,0.00006
Th,2,4488.68092,0.00012,4488.68083,0.00005
V,1,4488.8886,0.0012,4488.8872,0.0006
Fe,1,4488.9066,0.0016,4488.9057,0.0003
Ba,1,4488.980,0.010,4488.980+,0.003
Ti,1,4489.088,0.002,4489.0881,0.0012
Cr,1,4489.329,0.004,4489.33111,0.00020
Cr,1,4489.4637,0.0006,4489.4638,0.0004
Th,2,4489.5205,0.0005,4489.52083,0.00006
Th,2,4489.611,0.003,4489.6072,0.0003
Tm,2,4489.70,0.10,,
Fe,1,4489.7388,0.0006,4489.7387,0.0003
V,1,4490.020,0.004,4490.0269,0.0008
Mn,1,4490.08,0.10,4490.090,0.010
Fe,1,4490.0837,0.0006,4490.0840,0.0003
V,1,4490.151,0.005,4490.1483,0.0004
Th,2,4490.1958,0.0005,4490.19583,0.00008
Th,2,4490.3518,0.0006,4490.35182,0.00008
Cr,1,4490.55,0.06,4490.50,0.04
Ti,1,4490.675,0.002,4490.6777,0.0010
Fe,1,4490.7597,0.0006,4490.7596,0.0003
V,1,4490.8088,0.0015,4490.8087,0.0006
Fe,1,4490.8104,0.0016,4490.8111,0.0003
V,1,4491.1670,0.0015,4491.1668,0.0006
Mo,1,4491.279,0.010,4491.280+,0.003
Th,2,4491.3752,0.0008,4491.37576,0.00008
V,1,4491.472,0.002,4491.4729,0.0005
Mo,1,4491.647,0.010,4491.647+,0.003
Cr,1,4491.687,0.020,4491.7308,0.0024
Th,2,4491.7039,0.0006,4491.70415,0.00012
Y,1,4491.7396,0.0010,4491.7366,0.0006
Th,2,4491.773,0.003,4491.77583,0.00016
Cr,1,4491.8497,0.0006,4491.84975,0.00020
Th,2,4491.8791,0.0006,4491.87764,0.00018
Th,2,4492.2336,0.0003,4492.23349,0.00010
V,1,4492.289,0.004,4492.2899,0.0016
Cr,1,4492.3052,0.0004,4492.3052,0.0003
Y,1,4492.4181,0.0010,4492.4163,0.0005
Ti,1,4492.532,0.002,4492.5225,0.0010
Ti,1,4492.532,0.002,4492.5319,0.0008
Fe,1,4492.6780,0.0016,4492.6783,0.0003
Fe,1,4493.370,0.003,4493.3711,0.0005
Cr,1,4493.41,0.03,4493.4111,0.0020
Ba,1,4493.638,0.010,4493.638+,0.003
Th,2,4493.651,0.003,4493.64609,0.00010
Fe,1,4494.0552,0.0016,4494.0521,0.0003
Th,2,4494.0731,0.0006,4494.07345,0.00012
Na,1,4494.177,0.009,4494.180,0.004
Fe,1,4494.4645,0.0016,4494.4644,0.0005
Fe,1,4494.5629,0.0006,4494.5628,0.0003
Fe,1,,,4494.5742,0.0003
Fe,1,,,4494.5742,0.0003
Th,2,4494.9616,0.0004,4494.96156,0.00010
Ti,1,4495.0000,0.0014,4494.9984,0.0006
Cr,1,4495.041,0.020,4495.0343,0.0003
Th,2,4495.2378,0.0005,4495.23754,0.00016
Cr,1,4495.282,0.020,4495.266,0.010
Th,2,4495.4879,0.0005,4495.48804,0.00008
Fe,1,4495.5677,0.0016,4495.5672,0.0003
Cr,1,4495.685,0.030,4495.6457,0.0020
Cr,1,4495.685,0.030,4495.7049,0.0020
Fe,1,4495.9528,0.0016,4495.9525,0.0003
V,1,4496.059,0.002,4496.0585,0.0006
Ti,1,4496.145,0.002,4496.1448,0.0012
Ti,1,4496.234,0.002,4496.2323,0.0008
Th,2,4496.3155,0.0003,4496.31594,0.00014
Pr,2,4496.46,0.10,4496.46+,0.03
Mn,1,,,4496.626,0.010
Ti,1,4496.766,0.005,4496.7724,0.0012
V,1,4496.768,0.002,4496.7689,0.0006
V,1,4496.8424,0.0015,4496.8429,0.0006
Cr,1,4496.8518,0.0004,4496.85195,0.00016
V,1,4496.9063,0.0015,4496.9061,0.0008
V,1,4497.385,0.002,4497.3847,0.0012
Na,1,4497.658,0.009,4497.657,0.004
Na,1,4497.658,0.009,4497.657,0.004
V,1,4497.706,0.003,4497.7054,0.0008
Ti,1,4497.720,0.002,4497.7208,0.0010
Ce,2,4497.85,0.10,4497.846+,0.003
Th,2,4498.1035,0.0006,4498.10411,0.00012
V,1,4498.109,0.002,4498.1085,0.0004
Ru,1,4498.14,0.10,4498.14+,0.03
Fe,1,4498.533,0.003,4498.5360,0.0003
Cr,1,4498.7239,0.0004,4498.72367,0.00020
Mn,1,4498.90,0.10,4498.902,0.010
Fe,1,4499.136,0.003,4499.1353,0.0005
Cr,1,4499.256,0.030,4499.238,0.010
Cr,1,4499.256,0.030,4499.2851,0.0006
Sm,2,4499.48,0.10,,
V,1,4499.752,0.002,4499.7499,0.0008
Cr,1,4500.2778,0.0004,4500.2775,0.0003
Ti,1,4500.593,0.002,4500.5967,0.0018
Fe,1,4500.630,0.004,4500.6348,0.0005
Cr,1,4500.68,0.08,4500.6421,0.0020
Cr,1,4500.68,0.08,4500.689,0.008
Er,2,4500.75,0.10,,
V,1,4500.778,0.002,4500.7784,0.0006
V,1,4500.858,0.002,4500.8579,0.0004
Cr,1,4501.0998,0.0030,4501.1026,0.0010
V,1,4501.2385,0.0018,4501.2378,0.0006
V,1,4501.44,0.02,4501.4152,0.0008
Cr,1,4501.6446,0.0011,4501.6450,0.0006
Cr,1,4501.7724,0.0006,4501.7726,0.0003
Nd,2,4501.808,0.010,4501.812+,0.003
V,1,4501.9538,0.0015,4501.9542,0.0006
V,1,4502.084,0.003,4502.0844,0.0006
Cr,1,4502.210,0.020,4502.20175,0.00020
Mn,1,4502.22,0.10,4502.213,0.010
Fe,1,4502.5906,0.0006,4502.5907,0.0005
Cr,1,4503.04,0.03,4503.091,0.020
Ti,1,4503.757,0.002,4503.7574,0.0010
Mn,1,,,4503.874,0.010
Cr,1,4503.91,0.03,4503.932,0.012
Ba,1,4504.348,0.010,4504.348+,0.003
Fe,1,4504.8303,0.0016,4504.8304,0.0003
Mo,1,4504.901,0.010,4504.902+,0.003
Sm,2,4505.05,0.10,,
Cr,1,4505.22,0.03,4505.2176,0.0003
Ti,1,4505.487,0.002,4505.4882,0.0020
Cr,1,4505.49,0.03,4505.519,0.022
Ti,1,4505.707,0.002,4505.7098,0.0010
Cr,1,4505.88,0.06,4505.971,0.008
Ba,1,4505.924,0.010,4505.924+,0.003
Y,1,4505.948,0.010,4505.9441,0.0003
Th,2,4506.071,0.003,4506.07646,0.00016
Cr,1,4506.08,0.06,4506.075,0.024
V,1,4506.0809,0.0015,4506.0806,0.0018
V,1,4506.186,0.004,4506.1842,0.0006
Ti,1,4506.321,0.002,4506.3303,0.0008
Gd,2,4506.33,0.10,,
V,1,4506.5734,0.0018,4506.5726,0.0004
Nd,2,4506.582,0.010,4506.583+,0.003
Cr,1,4506.8389,0.0006,4506.8388,0.0005
Zr,1,4507.12,0.10,,
Fe,1,4507.213,0.003,4507.2151,0.0005
S,1,,,4507.311,0.010
Cu,1,4507.35,0.06,4507.420,0.081
Th,2,4507.4988,0.0020,4507.5089,0.0003
